TN	hand	digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime	BN	TrueForce
133	2	1	1	-0.9	0	0	0.286871543	-0.003284381	-0.034648661	-0.860485153	-0.011665821	-0.104586862	16.62100975	10167.7811	0.014575627	1562299.793	1578091.535	1	3.9
134	2	1	1	-0.64	0.64	0	0.198511416	0.203564853	-0.019259968	-0.596667173	0.610014805	-0.057047471	16.82631997	17368.29478	0.014848707	1578350.351	1601476.321	1	3.6
135	2	1	1	-0.35	-0.35	0	0.103049454	-0.107194944	-0.021235401	-0.311122889	-0.322070372	-0.060822248	26.52549493	18878.81629	0.01411451	1601734.964	1625544.199	1	1.85
136	2	1	1	0	0.1	0	-0.001757112	0.020274376	-0.022536637	0.005465552	0.060887866	-0.064954841	16.61736304	5867.697448	0.015137374	1625806.807	1636144.77	1	0.2
137	2	1	1	-0.49	-0.49	0	0.159108656	-0.155602502	-0.031856779	-0.476257781	-0.46709883	-0.094837903	16.50796153	23218.27319	0.015878798	1636405.014	1664495.687	1	2.9
138	2	1	1	0.5	0	0	-0.150350922	0.003962026	-0.035547852	0.451603044	0.012177402	-0.106780888	2033.462281	20351.92977	0.013897016	1664755.405	1690347.735	1	2.35
139	2	1	1	0.3	0	0	-0.085984093	0.006752268	-0.051121904	0.257855171	0.020289174	-0.154143923	4700.347022	7017.866364	0.01481721	1690608.116	1702815.197	1	1.5
140	2	1	1	0.07	0.07	0	-0.006902456	0.021648754	-0.037749218	0.019347859	0.065723123	-0.113064546	139.2014126	7051.062799	0.014187605	1703075.282	1714599.363	1	0.15
141	2	1	1	0	0.3	0	0.000706066	0.089350109	-0.028778225	-0.001729765	0.268050327	-0.08596846	1600.003574	10201.27912	0.013797936	1714860.009	1730566.588	1	1.05
142	2	1	1	0.35	0.35	0	-0.104386694	0.107114021	-0.062429244	0.312447958	0.32192471	-0.188706821	16.63596131	7484.383296	0.014537719	1730827.029	1743434.039	1	1.95
143	2	1	1	0.5	0	0	-0.163141225	0.010458631	-0.052382261	0.48919709	0.032638295	-0.157650332	16.59001266	40169.54575	0.0144638	1743694.599	1789169.913	1	2.6
144	2	1	1	0	0.7	0	0.002325856	0.214481002	-0.008580644	-0.00649203	0.645288056	-0.026611696	27.00102692	16179.494	0.014460054	1789431.2	1810687.75	1	3.05
145	2	1	1	-0.9	0	0	0.286948701	0.006088196	-0.023261082	-0.860166348	0.018361697	-0.068547265	7661.05765	10212.02381	0.014966695	1810948.682	1827638.347	1	3.85
146	2	1	1	0.35	0.35	0	-0.101017133	0.113549955	-0.041039712	0.30395774	0.340261434	-0.122844472	16.52510109	8167.947029	0.013432298	1827885.558	1841572.85	1	1.75
147	2	1	1	0	0.5	0	0.003900454	0.157086423	-0.042087381	-0.012672441	0.471841916	-0.124385283	16.73150531	7167.881388	0.015519684	1841842.143	1854240.531	1	1.45
148	2	1	1	0.7	0	0	-0.220431888	0.008592925	-0.050144678	0.660227479	0.024645852	-0.149610048	16.65528891	12134.73819	0.014897369	1854501.185	1872041.523	1	3.2
149	2	1	1	-0.3	0	0	0.084249407	-0.000617002	-0.007707019	-0.252456899	-0.002983929	-0.021610414	8033.551261	15551.37423	0.014820912	1872302.295	1894314.616	1	1.5
